target,starttime,endtime,freq,power
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0052556,-150.312
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00573128,-150.667
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00625,-151.109
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00681567,-151.054
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00743254,-151.287
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00810525,-151.136
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00883883,-151.529
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00963882,-151.375
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0105112,-151.479
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0114626,-151.891
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0125,-151.826
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0136313,-152.353
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0148651,-152.145
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0162105,-153.471
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0176777,-153.484
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0192776,-153.152
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0210224,-153.966
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0229251,-153.913
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.025,-154.488
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0272627,-155.085
NS.BER.00.HHE,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0297302,-155.433
