target,starttime,endtime,freq,power
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0052556,-158.39
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00573128,-157.95
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00625,-158.393
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00681567,-157.03
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00743254,-157.264
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00810525,-157.142
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00883883,-157.173
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.00963882,-157.019
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0105112,-157.094
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0114626,-157.235
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0125,-157.362
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0136313,-158.607
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0148651,-158.418
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0162105,-159.954
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0176777,-160.254
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0192776,-159.998
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0210224,-161.413
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0229251,-161.671
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.025,-161.923
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0272627,-161.981
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0297302,-162.396
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.032421,-163.725
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0353553,-163.486
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0385553,-162.795
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0420448,-160.268
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0458502,-157.557
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.05,-154.304
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0545254,-149.443
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0594604,-146.024
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.064842,-143.779
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0707107,-142.391
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0771105,-141.338
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0840896,-140.618
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.0917004,-139.326
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.1,-132.553
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.109051,-122.788
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.118921,-118.373
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.129684,-114.396
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.141421,-110.921
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.154221,-108.649
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.168179,-107.116
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.183401,-106.25
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.2,-105.673
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.218102,-105.279
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.237841,-105.028
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.259368,-105.103
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.282843,-105.854
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.308442,-107.107
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.336359,-109.095
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.366802,-110.595
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.4,-111.6
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.436203,-112.381
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.475683,-113.165
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.518736,-114.116
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.565685,-115.499
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.616884,-116.826
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.672717,-118.239
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.733603,-119.952
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.8,-121.292
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.872406,-122.577
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,0.951366,-123.785
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.03747,-125.357
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.13137,-126.952
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.23377,-128.68
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.34543,-130.502
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.46721,-132.271
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.6,-134.268
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.74481,-136.193
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,1.90273,-138.208
NS.BER.00.HHZ,2020-01-18T00:00:00,2020-01-18T01:00:00,2.07494,-140.191
