target,starttime,endtime,freq,power
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0052556,-148.678
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00573128,-149.68
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00625,-150.123
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00681567,-149.989
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00743254,-150.223
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00810525,-149.709
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00883883,-149.408
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.00963882,-149.253
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0105112,-149.389
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0114626,-149.055
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0125,-149.219
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0136313,-149.474
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0148651,-149.404
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0162105,-150.797
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0176777,-151.941
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0192776,-151.602
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0210224,-152.234
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0229251,-153.507
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.025,-153.59
NS.BER.00.HHN,2020-01-11T00:00:00,2020-01-11T01:00:00,0.0272627,-153.697
