target,starttime,endtime,freq,power
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0052556,-153.24
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00573128,-154.924
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00625,-155.366
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00681567,-155.254
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00743254,-155.488
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00810525,-154.097
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00883883,-154.155
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.00963882,-154.001
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0105112,-154.231
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0114626,-154.197
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0125,-154.396
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0136313,-154.756
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0148651,-154.771
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0162105,-157.952
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0176777,-159.934
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0192776,-159.682
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0210224,-162.27
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0229251,-162.772
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.025,-163.391
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0272627,-163.54
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0297302,-162.918
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.032421,-160.154
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0353553,-156.378
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0385553,-146.487
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0420448,-141.541
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0458502,-140.101
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.05,-138.659
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0545254,-137.944
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0594604,-137.398
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.064842,-136.637
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0707107,-135.812
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0771105,-132.958
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0840896,-127.005
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.0917004,-122.498
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.1,-119.047
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.109051,-116.395
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.118921,-113.745
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.129684,-111.67
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.141421,-109.743
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.154221,-108.334
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.168179,-107.626
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.183401,-107.192
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.2,-106.885
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.218102,-106.729
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.237841,-106.859
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.259368,-107.188
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.282843,-108.257
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.308442,-109.654
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.336359,-110.581
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.366802,-111.011
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.4,-111.697
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.436203,-112.212
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.475683,-113.013
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.518736,-114.714
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.565685,-116.297
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.616884,-118.071
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.672717,-119.729
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.733603,-121.383
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.8,-122.711
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.872406,-124.541
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,0.951366,-125.716
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.03747,-126.993
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.13137,-128.212
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.23377,-129.666
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.34543,-131.153
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.46721,-132.679
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.6,-134.327
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.74481,-136.074
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,1.90273,-137.609
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,2.07494,-139.129
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,2.26274,-140.235
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,2.46754,-140.68
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,2.69087,-140.692
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,2.93441,-140.5
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,3.2,-140.264
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,3.48962,-140.271
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,3.80546,-140.272
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,4.14989,-140.144
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,4.52548,-139.448
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,4.93507,-138.208
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,5.38174,-136.775
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,5.86883,-135.494
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,6.4,-133.055
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,6.97925,-131.171
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,7.61093,-129.733
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,8.29977,-128.482
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,9.05097,-127.486
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,9.87015,-126.596
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,10.7635,-125.829
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,11.7377,-122.848
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,12.8,-121.452
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,13.9585,-120.197
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,15.2219,-119.602
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,16.5995,-119.151
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,18.1019,-118.439
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,19.7403,-118.174
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,21.5269,-117.875
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,23.4753,-118.754
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,25.6,-119.539
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,27.917,-120.92
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,30.4437,-121.391
NS.BER.00.HHN,2020-01-15T00:00:00,2020-01-15T01:00:00,33.1991,-121.765
