target,starttime,endtime,freq,power
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0052556,-151.763
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00573128,-153.553
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00625,-153.995
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00681567,-154.102
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00743254,-154.336
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00810525,-154.299
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00883883,-155.143
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.00963882,-154.989
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0105112,-155.422
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0114626,-155.681
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0125,-155.878
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0136313,-157.069
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0148651,-157.028
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0162105,-159.902
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0176777,-161.855
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0192776,-161.617
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0210224,-162.804
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0229251,-163.672
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.025,-164.16
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0272627,-164.43
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0297302,-163.602
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.032421,-161.571
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0353553,-159.386
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0385553,-154.291
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0420448,-147.903
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0458502,-142.703
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.05,-140.11
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0545254,-138.806
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0594604,-138.02
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.064842,-137.265
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0707107,-136.76
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0771105,-135.946
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0840896,-131.217
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.0917004,-120.908
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.1,-115.779
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.109051,-113.785
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.118921,-112.317
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.129684,-110.864
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.141421,-109.781
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.154221,-108.518
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.168179,-107.444
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.183401,-106.997
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.2,-107.122
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.218102,-107.079
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.237841,-107.025
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.259368,-107.246
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.282843,-107.526
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.308442,-108.283
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.336359,-109.708
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.366802,-110.792
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.4,-111.625
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.436203,-112.644
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.475683,-113.883
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.518736,-115.472
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.565685,-116.661
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.616884,-118.306
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.672717,-119.658
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.733603,-120.893
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.8,-122.783
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.872406,-124.394
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,0.951366,-125.667
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.03747,-126.975
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.13137,-127.964
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.23377,-129.416
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.34543,-130.903
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.46721,-132.692
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.6,-134.365
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.74481,-136.107
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,1.90273,-137.942
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,2.07494,-139.545
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,2.26274,-140.622
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,2.46754,-141.128
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,2.69087,-140.658
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,2.93441,-139.58
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,3.2,-137.159
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,3.48962,-136.116
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,3.80546,-135.588
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,4.14989,-135.013
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,4.52548,-134.308
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,4.93507,-133.62
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,5.38174,-133.009
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,5.86883,-132.529
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,6.4,-132.533
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,6.97925,-131.901
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,7.61093,-130.994
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,8.29977,-129.812
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,9.05097,-128.606
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,9.87015,-127.991
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,10.7635,-127.219
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,11.7377,-123.568
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,12.8,-122.014
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,13.9585,-120.987
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,15.2219,-120.277
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,16.5995,-119.863
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,18.1019,-119.242
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,19.7403,-118.891
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,21.5269,-118.549
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,23.4753,-119.652
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,25.6,-120.582
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,27.917,-121.392
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,30.4437,-121.712
NS.BER.00.HHN,2020-01-13T00:00:00,2020-01-13T01:00:00,33.1991,-121.81
